"row_id","ID_TGAS_source","RA_TGAS","DE_TGAS","pmRA_TGAS","pmDE_TGAS","parallax_TGAS","phot_g_mean_mag_TGAS","HRV"
84,6367270290263973120,289.3270897488835,-75.63082876308216,-25.093045464398873,-60.301982334367814,5.765134223258338,9.814785044522672,12.954
85,6414179407674073088,286.5358003064632,-74.36539303462594,37.787535298710104,-46.27869999296708,8.790247687978605,10.013829822437476,3.393
86,6415397735276482304,288.2104431204338,-75.03143855773367,5.43033582590288,-53.39121228294885,7.112691498555827,10.164875859293844,22.808
87,6367374675147759232,290.0885863363805,-74.95360455906199,20.994275512929917,-26.216318705356166,5.572547415296134,9.686827288158472,-14.025
88,6366454899312380672,301.11641063667815,-76.2098706359654,0.35231089872217836,0.8745281612109725,4.788329737549724,10.506836470035445,18.466
89,6362928662442781184,301.1260791395879,-77.57812930743077,5.3600613460023805,-29.28838730987027,3.94824340802536,10.5304792263685,6.949
90,6362705186703930624,300.1965906104207,-78.00932306590569,19.573451158760207,-12.72767486442977,4.720336430019296,10.886998711751746,-37.642
91,6362860011684631936,296.8308421095134,-77.87671204941184,25.833267315213572,-68.97988865012177,6.322359591460459,10.068232017661122,-37.017
92,6362551083276975872,295.28033117765256,-79.05620267175118,1.2392786674333696,-41.229245047111306,3.745557982737166,10.36769835305977,16.039
93,6796868724689602304,306.645041578986,-30.056241158188612,-5.885901742844677,-12.560602255252148,3.851476197090494,9.724124081370565,16.673
94,6797918517775642240,306.0862666556849,-28.87700192119884,-9.839328744796491,-66.41774780533255,6.729056034901637,10.243971044237156,11.647
95,6301586462051974272,212.78818967606986,-13.702235148646942,-16.683935044414113,-14.813299914381632,4.045349298732402,10.587887653361953,-3.202
96,6304383928870375168,212.95071094093194,-11.376734787272488,12.919168001042348,-28.15068474542673,3.7794862168231815,10.96132072814851,12.92
97,6303662443084458240,214.539567305906,-12.140993444839289,1.8652244946181504,-51.555560212870205,6.671775862793925,10.546861771271397,-3.7
98,6305009344828451072,213.7078637641926,-10.051906164532781,-3.2169692775537637,-26.321720851513106,3.568721577708217,10.504595403441972,6.091
99,6328896544180048256,215.5076506711803,-9.780557236858314,-44.70472302822817,4.453100857553127,11.022521131140698,9.554202077635532,6.714
100,6328904446919871744,215.6237880693751,-9.683814209637594,-38.84158560979839,-27.37952854705076,7.129052355154002,10.529807114318244,17.386
101,6327918562946932096,215.69883888651535,-10.902545945299833,-26.15811250138587,-8.701287176812357,4.463718915019515,9.216742326735833,-1.839
102,6327632140167028224,216.30785171667534,-11.513208480642836,-34.18927825808554,-3.96274168911449,4.200645972399109,10.708027883150422,-28.459
103,6300362533811394944,215.92573588492647,-13.124353361022527,-47.76471974032354,-15.038444400968466,4.913134875091912,10.177884333909166,1.081
104,6260286503211700352,235.5150964606949,-18.738838415816986,21.96399257543157,-25.90316847068004,3.4549975060658014,10.659946571693489,51.363
105,6261623062674014720,234.4490976694113,-16.594994245660523,-31.394619030427233,-43.04228174702968,5.208987800291658,10.985227216360405,-1.911
106,6262069430034517248,235.0650939924061,-15.61146760083528,17.515311053468125,17.268147211342548,5.0952241658872435,9.800636362819635,-32.609
107,6261772458815158912,236.12505606767388,-16.40139464582313,20.600838738280974,-14.642045525980238,3.5145462843779867,9.455702394134352,34.371
108,6260262210874908544,237.13909610730704,-17.90146944925941,-38.59852692532914,-143.43295229986498,5.080680729165981,10.648759199016904,-20.227
109,6247707128117690240,237.18138844101654,-20.207739597390876,-58.10100169996073,-10.257314894867344,9.153493754212453,10.441620967832034,-26.487
110,6241685755766493056,237.06203379010842,-20.46840186947798,-2.9704127507358606,-0.7594580564859092,4.562720774368315,10.80514517062914,-31.522
111,6415768167615848064,288.9330090205182,-73.68660199228015,-19.749153686092363,-23.928897387321342,5.59367542590265,9.95699489635114,10.719
112,6416838851423593472,287.331069855931,-72.46074266339886,-8.535368254777767,-5.421935669539621,4.237168850934641,10.993012249850857,-30.806
113,6419919648644418944,287.21732485602155,-71.8136221431543,26.590944957351113,-86.62824667028147,4.820443607225147,9.53588351225941,-42.011
114,6420177965157743872,285.24680354610746,-71.21704336465332,36.501210614119515,-89.7541443239888,6.323150949321948,10.398371283554242,-17.178
115,6421012357044703744,284.13021744617413,-70.70466250985449,29.073497296762078,-3.6659674027152365,3.802315294104214,10.150331718780807,5.499
116,6420278776630083200,286.4746897685111,-70.60395136395874,0.3806198927026063,9.328462710860396,3.3560477453603683,10.166264686249747,13.896
117,6420125910155214336,288.62778987271594,-70.65434388098063,22.58068771221386,-27.404369125227337,4.900735719477901,9.649022668548161,2.253
118,6421193329786572032,288.5973651317059,-69.51836941506933,19.557230467874607,-42.74174738197698,3.3405231294369657,10.85705757190091,-21.2
119,6420758988333951872,290.71886856613276,-69.5580104339974,-30.889476203690954,-31.185288385521464,3.360594883499281,10.539819212068513,-0.624
120,6420831384302686720,290.9634935728058,-69.38996904403733,3.532326094398779,-23.232167485180046,3.952652178152059,10.619961455443194,1.706
121,6421615988929253632,291.3441356308289,-68.71650426376175,-22.212907127519877,30.992480545843538,4.395614448800786,9.586661267339396,15.506
122,6417340812842449792,296.3580983359113,-70.40797247955031,24.680453355733405,-18.463057158784345,4.793609550073053,10.139763465296053,26.999
123,6422243466470600320,300.52635888972475,-71.47915563012043,-36.629537195611505,37.08603637865457,4.6559117647828945,10.23657290235512,47.069
124,6422154852704966144,300.047130955677,-71.96686603115856,-32.03189128868116,6.617318588745006,5.271901801352365,10.326972778152566,46.587
125,6647165131326817408,294.37041903393356,-49.18611204024092,-2.0533089761552645,-20.122796204261977,11.708569791692682,10.210369506144712,13.615
126,6658773053536777728,292.7697735147293,-49.59895721540029,4.189981913970096,12.220405619703406,5.19140230278272,9.563319716068913,38.362
127,6659497769139264000,293.08258842853377,-48.170401035538845,4.134696405808349,-50.14725098785617,4.356287233638041,10.983444109280708,63.384
128,6660443417858779008,294.35550215823537,-46.760835330707685,20.650690143015396,-37.77222959697397,3.9295081449136595,9.836462567850797,-7.186
129,6671379057428398208,296.8445054722214,-47.374765666585624,12.069929680164812,-6.476427787910498,3.674277650838043,10.006240221365694,3.696
130,6671639744763410688,299.38140738519985,-47.00229691099432,23.58809891231117,-0.42119507637915454,3.8020183725829195,10.413168030160307,-0.305
131,6671678743068178048,299.887646823659,-47.07483449068649,-5.718632059959489,4.137425879876974,5.1062031145691185,10.159464076318596,-5.848
132,6646155126816398720,296.5786410381066,-50.26634715967846,-7.594126469144651,-62.63546191644623,4.849181940711429,10.386355796475193,-14.162
133,6820129614728505088,330.27631088824495,-20.94874053141065,97.07662728534055,-111.43558243804029,11.404111415623788,9.705747066608865,0.263
134,6325104053697577600,218.56282880053317,-10.894466735260144,-4.778911855731649,-22.685329895276706,4.397692114024902,9.810438977730598,-2.16
135,6326866880075072384,221.05225200389182,-9.239123288554138,-33.463211072813905,-27.03675031094559,4.076885877382213,9.619340751116098,-12.767
136,6328324866853039104,219.02003933436725,-9.464440712179355,17.55749503711948,-0.3192682890582243,4.118895262366229,9.638055242189482,-14.535
137,6329860953315745792,219.85955775245296,-8.938782812370462,-17.91341495526558,-45.07096597536216,5.420118921661451,10.683762395372167,5.037
138,6254212216862625024,234.27559771139235,-19.142909295487094,-68.24224785039026,-92.96771813245039,9.250166010909465,9.512523818157717,19.699
139,6254165968654772480,233.88491606097548,-19.62947720767161,-20.611168966586746,-72.29128288896824,8.186223688300096,9.87585097174453,-14.371
140,6255432262455871104,233.21245988690595,-17.765195232594344,8.899568371623872,-105.99521939112078,6.882581384214145,9.542633320460718,-21.407
141,6261166387390079488,235.22455066095972,-17.783838546464445,-37.386629588457204,-38.070621661211284,5.935370496066985,10.942960057423022,13.833
142,6260361888475938816,235.09948627832603,-18.299631813468,-9.355530938423152,-18.466042695166323,4.557682006543103,10.382667767975294,28.142
143,6457302425513725184,313.8324331428233,-57.04735380067742,8.380430654013614,1.628397581243998,4.395186373832115,9.979967583315137,-4.731
144,6457482333103658624,312.5964171662432,-56.94170738688036,-0.7268769489858045,-33.74289997281653,6.286006093381377,10.847544423951987,-57.433
145,6469697598051315968,312.2642658239279,-55.252977567236435,34.36844981933548,-78.70285844143703,4.260753058845771,10.95715359830719,-78.652
146,6458010201764275840,313.78211922650877,-55.46181079759461,13.677309537549405,-21.655923888933007,4.891878363825987,9.523278034057416,-28.808
147,6463164334318509824,318.2753608270224,-55.24325118821166,35.796702413420235,-51.63603358539462,4.192223961291971,10.687761773373568,-8.908
148,6462950410586969472,318.0850229859876,-56.44952154870965,19.839008053084264,4.814289602050563,4.176225263846922,10.949579825109666,6.189
149,6456846196908551040,315.33893524757383,-57.36906013869436,-26.479221994030556,-27.353734734905412,4.220262394594914,10.821353298665013,67.621
150,6782274769415219584,314.4285679420349,-30.82396609757872,9.339944406433204,-42.195428067491335,6.758373873901907,9.432244609608983,-44.534
151,6788538343559952896,316.87656716810335,-29.101467223670948,29.195973161885227,-5.652011756454687,11.874803148194477,9.69266354207923,-15.141
152,6290541283636226432,209.44099649113167,-19.557489820427833,-75.51354264186978,-59.513967192660175,5.1564034697823615,10.619691555129238,27.411
153,6290630103559241344,210.088661740731,-19.403423187627343,5.196974235613181,18.36667445087172,6.276348281887042,10.507525408463476,63.18
154,6291474700287686656,210.8160536266894,-17.492181215680795,-43.98321989322073,-58.30230424972799,4.7896456401247445,10.517685127696598,-7.553
155,6291240641750001920,211.73648741934542,-17.797903208740863,-39.99195431602035,1.8308704236937259,7.553315258916522,10.287688195295885,-42.719
156,6296487889194828032,213.74964242813292,-17.682752612726365,-33.53770657255511,-32.06310949265949,5.432038782585334,10.746418473728612,-35.679
157,6277662016744611072,214.69524939340403,-20.616261837116244,-20.191109006699847,-7.447781260937489,3.3560710776496085,10.852504673743333,9.819
158,6289841650642650368,212.37570567322814,-20.616353916914335,-151.82296163865422,-151.84130553069042,18.095620231032157,10.566713763676548,23.022
159,6226999166636144512,230.2922031052132,-24.38856706159982,8.571532765547435,-30.556602075301733,7.181022729364315,10.526586303935924,-15.886
160,6227271295766087296,229.37736881019381,-23.94301752695579,-41.607877611228794,11.332456165139439,3.9763291026181613,10.465738346035359,3.791
161,6251411932545711104,230.0194356268609,-22.89620066391278,-69.39918367447724,-7.893662333700174,6.109419909296048,9.67832481773768,-34.046
162,6252990006609280384,229.59752743529117,-21.062802593363383,-17.891082464780947,-27.446181569759922,4.582649132753926,9.380685539531473,-8.261
163,6253109612858711424,230.70010311360252,-20.645568455783366,-21.503719169063963,-11.955818630244758,6.371367987788912,10.884204293686144,-17.224
164,6253250144188237696,233.43111406558188,-21.893335774878924,-18.30554914424608,-2.264881181288402,3.5206996866286593,10.641958949741033,-38.613
165,6239648979195531136,233.97757918248234,-22.551647775156724,7.053214197902422,-2.340775378786784,4.664130667753168,10.538468359567798,-13.387
166,4348905247650921728,243.5308438397576,-7.523935699547322,-18.13098698509652,-23.11745412853443,7.155942451176276,10.249554979461664,-42.057
167,4355487611449111936,244.4785399512882,-5.363233006687081,-2.127783130688272,-5.316452007836586,5.959641319045894,10.422263528408598,-5.512
168,4355681262933902848,245.97282045391668,-4.951055241731251,-28.035134193390558,-17.863519336680675,8.033825810427228,10.67105917995747,11.383
169,4350867016911961600,246.92050271151922,-8.263196822308489,-17.442616522284872,-11.333263489997217,3.538144168226036,9.73061910500473,-43.824
170,4344525274361772160,246.5944156911384,-9.433562721229745,-65.99368462704192,-50.62019167714101,7.546900642493563,10.84564268419075,-10.759
171,4344742049951523328,246.0999136662428,-9.017750377463072,0.5653918294852369,-7.018411959471426,3.721970101505562,10.54321895703967,-27.377
172,4344715696031963776,246.10326411036897,-9.308605884197123,-7.737096903582182,0.8993027051285752,3.6190311142583895,10.486201907620462,-5.421
173,4344618286172879232,245.8481626146105,-9.518396476964211,-41.20445436034368,9.889317223853064,8.031264860526308,10.76194075440643,-15.721
174,4344636359395254144,245.72576762225793,-9.335791156706113,-8.088328046954052,-8.22622339545208,7.966056421235478,10.52895826726489,39.342
175,6640217832745438976,292.45011289099034,-55.84414320895239,33.10406460217831,-36.06721287020173,4.377505063152178,9.360949135952804,-27.121
176,6640270403145113728,293.01554652334755,-55.311999216208356,-13.018793148676394,-9.597686086417019,3.5295586934146344,10.262320537078553,-17.401
177,6645381586027031296,292.86996128622917,-52.979538817395614,14.175936692410726,-4.693458159440577,6.5076749529274185,9.779239976596422,-3.634
178,6645906980785368576,294.70542751638425,-51.934963755991056,19.348094688920725,1.8116639851942589,4.273786521414069,10.4222352178777,-22.668
179,6645791291546274560,296.505313838136,-51.46249017590416,-12.583400499410972,-36.886526614001504,4.757779611437521,9.844451692527802,3.462
180,6642509627294518912,298.2455443092834,-52.315368315122925,-6.304870238330951,-16.90552088892541,3.7138511238678875,9.300119627482541,-13.609
181,6641469970330957568,297.62084798874224,-54.10595966098827,21.588499576616144,-27.737494961249702,3.6256074459616303,9.700599343915442,-41.4
182,6641387850556901632,299.03623588956236,-53.98122837985432,-0.9378109326017912,-21.480546260862123,3.7058486280283893,10.4675201034563,-2.132
183,6641211550740580352,297.26346174696954,-55.08789352047166,20.326012317599897,-49.21835066501748,4.253269677053132,9.582092213045996,-12.943
184,6641145305165014912,297.3745024667203,-55.40385007814013,0.1625035811547315,0.3068415359345605,4.055684249889608,10.802335055971648,59.958
185,6640822186185161600,296.37434305811286,-55.605544807341566,12.552554391457969,-14.715745543741955,3.6164671967160715,10.754511723352806,4.466
186,6448540726589566976,296.25063108064984,-56.69818797207465,2.1132112122418345,-29.625222278099983,3.6055105016351683,9.495127094415686,-7.797
187,6640771986605751680,296.01156471147476,-56.04180778682777,21.704860012979076,-54.438927511303994,3.8889371458286175,10.799967533181452,-53.038
188,6669246898223724416,304.2147696384506,-46.96058351380325,-13.20388365442503,-37.25072475243911,3.91667979259631,10.488155736602888,4.377
189,6669540983225642112,306.5541706470816,-46.12578276151285,43.18371703462529,-31.21491619828489,6.729307707715413,10.463173213845318,-26.438
190,6668192604011627392,307.315313488036,-48.856275649346074,21.07233313399551,-35.038618925884144,6.246945462694152,10.528580953715172,-5.347
191,6476033808683500032,307.59740790431795,-49.05230326382849,22.537516394607522,5.099770647598026,5.9009516017354935,9.986207018271966,-16.284
192,6777946335732593792,312.26301258962235,-38.16524680210599,12.52345406206369,-18.755092151175795,4.288675725501726,10.266967292644189,-12.166
193,6778218842817570304,311.42310207232265,-37.60523699966629,-12.280065938853223,9.977914680327405,4.023529407819695,10.278515062801798,47.702
194,6779659134330495744,312.3542868262666,-35.11283163667778,64.57883141005324,-66.67588755014631,5.545540582628521,10.955764130183375,-31.803
195,6774393470070325376,315.8336641526132,-38.074799624935736,11.805061655089645,-72.29637645751733,7.879351041246467,9.492576017355457,58.93
196,6176283402531144448,205.80059411653355,-29.078308176119037,-59.66960420154368,10.952982566912505,6.820523322489261,10.511720249403657,6.677
197,6188859376011329152,203.55711486063726,-27.0273456743988,-73.12541188996043,-40.01151221215835,4.852987940617835,10.430633104675238,-26.904
198,6191507137450510976,204.98539946747488,-24.68374979566695,-21.961070572382624,-7.430621127368406,4.855733151777816,10.05681515371471,21.838
199,6178443564922807424,208.3977836727704,-26.402981805708105,-38.720983466807844,-8.220572909282062,4.099031339315473,9.849312833077523,-11.129
200,6123994306006055680,212.7813445061444,-32.82778106133175,-27.97445041866301,-17.038391719504833,13.317587038790064,10.095320015528797,0.426
201,6172871033834717824,212.1712256817866,-30.413811959851376,-26.596683093828407,-20.25715234120738,4.624006859648307,10.674517103971876,-7.489
202,6269254601082414464,213.9874484970104,-28.40750469142621,-21.120156785300335,-6.582664640985571,3.3993966985875295,10.376810120315309,-20.654
203,6221449175537780736,215.80706907554458,-29.070553748467,32.706286644020494,-65.40267560397362,6.890831561666803,9.741003541282499,22.501
204,6220123886068969216,217.4688943904444,-30.72025140964828,-76.0336870881089,0.2449202738368194,4.6041522306064415,10.661600052876455,9.384
205,6219725244383410688,217.2520645513661,-31.123826708773226,-19.531598539924545,-17.04127392675365,3.848743307698822,10.432638397310157,-8.869
206,6123643596156811776,215.20204883013662,-32.419212963755946,-9.809785538412635,64.83831580491582,8.36931792093477,10.233353552089886,38.277
207,6361175250634234624,287.8994265857668,-79.29710354219094,5.488475936329417,-10.053452917699863,3.5039982778108474,10.888697156101642,22.05
208,6365287939518402176,283.55964024893717,-77.86789446137891,6.1823700051750485,22.85560929450051,3.7166314954601414,10.52214300911865,21.849
209,6413920403965680640,284.5514802542541,-75.34873759893668,-21.91218571543293,18.89223006043891,6.095729570170722,10.632045650843748,23.879
210,6367398898763847040,293.87251132668393,-74.95397535946675,14.335035000794797,-34.315275262834675,3.8041530135331554,9.938014233452623,-23.282
